"YEAR","MONTH","DAY","RRG06","Date"
2005,12,3,0.18,2005-12-03
2005,12,4,1.05,2005-12-04
2005,12,5,0.76,2005-12-05
2005,12,8,0.8,2005-12-08
2005,12,9,0.13,2005-12-09
2005,12,14,0.05,2005-12-14
2005,12,15,2.09,2005-12-15
2005,12,24,0.34,2005-12-24
2005,12,25,0.49,2005-12-25
2005,12,28,0.45,2005-12-28
2006,1,2,1.14,2006-01-02
2006,1,11,0.67,2006-01-11
2006,1,13,0.88,2006-01-13
2006,1,16,0.24,2006-01-16
2006,1,17,3.25,2006-01-17
2006,1,18,0.06,2006-01-18
2006,1,21,0.68,2006-01-21
2006,1,22,0.29,2006-01-22
2006,1,23,0.26,2006-01-23
2006,1,29,0.5,2006-01-29
2006,1,30,0.34,2006-01-30
2006,2,2,0.07,2006-02-02
2006,2,3,0.02,2006-02-03
2006,2,4,0.97,2006-02-04
2006,2,6,0.08,2006-02-06
2006,2,8,0.06,2006-02-08
2006,2,9,0.01,2006-02-09
2006,2,11,0.58,2006-02-11
2006,2,18,0.26,2006-02-18
2006,2,22,0.39,2006-02-22
2006,2,23,0.08,2006-02-23
2006,3,9,0.68,2006-03-09
2006,3,10,0.27,2006-03-10
2006,3,14,0.3,2006-03-14
2006,3,16,0.02,2006-03-16
2006,3,20,1.05,2006-03-20
2006,3,21,0.17,2006-03-21
2006,3,23,0.04,2006-03-23
2006,3,31,0.21,2006-03-31
2006,4,1,0.57,2006-04-01
2006,4,2,0.26,2006-04-02
2006,4,3,0.76,2006-04-03
2006,4,8,0.43,2006-04-08
2006,4,19,0.28,2006-04-19
2006,4,20,0.44,2006-04-20
2006,4,21,0.38,2006-04-21
2006,4,22,1.26,2006-04-22
2006,4,26,0.28,2006-04-26
2006,4,29,0.12,2006-04-29
2006,4,30,0.04,2006-04-30
2006,5,1,0.1,2006-05-01
2006,5,2,0.06,2006-05-02
2006,5,4,0.05,2006-05-04
2006,5,5,0.15,2006-05-05
2006,5,7,0.38,2006-05-07
2006,5,11,0.14,2006-05-11
2006,5,12,0.06,2006-05-12
2006,5,13,0.15,2006-05-13
2006,5,15,0.01,2006-05-15
2006,5,17,0.01,2006-05-17
2006,5,18,0.1,2006-05-18
2006,5,20,0.55,2006-05-20
2006,5,21,0.07,2006-05-21
2006,5,22,0.2,2006-05-22
2006,5,26,0.08,2006-05-26
2006,5,29,0.1,2006-05-29
2006,5,31,0.11,2006-05-31
2006,6,2,0.35,2006-06-02
2006,6,4,0.44,2006-06-04
2006,6,12,0.05,2006-06-12
2006,6,13,0.06,2006-06-13
2006,6,22,0.14,2006-06-22
2006,6,23,0.29,2006-06-23
2006,6,24,0.12,2006-06-24
2006,6,25,1.13,2006-06-25
2006,6,26,2.39,2006-06-26
2006,7,4,0.13,2006-07-04
2006,7,5,0.58,2006-07-05
2006,7,6,0.23,2006-07-06
2006,7,10,0.05,2006-07-10
2006,7,11,0.01,2006-07-11
2006,7,12,0.01,2006-07-12
2006,7,14,0.71,2006-07-14
2006,7,20,0.13,2006-07-20
2006,7,21,0.02,2006-07-21
2006,7,22,0.17,2006-07-22
2006,7,24,0.32,2006-07-24
2006,7,29,0.2,2006-07-29
2006,8,9,0.04,2006-08-09
2006,8,10,0.03,2006-08-10
2006,8,11,0.06,2006-08-11
2006,8,12,0.33,2006-08-12
2006,8,15,0.48,2006-08-15
2006,8,19,0.37,2006-08-19
2006,8,20,0.09,2006-08-20
2006,8,23,0.02,2006-08-23
2006,8,28,0.2,2006-08-28
2006,8,29,0.04,2006-08-29
2006,8,30,0.05,2006-08-30
2006,8,31,2.55,2006-08-31
2006,9,1,1.04,2006-09-01
2006,9,4,1.27,2006-09-04
2006,9,5,0.96,2006-09-05
2006,9,7,0.05,2006-09-07
2006,9,10,0.02,2006-09-10
2006,9,12,0.06,2006-09-12
2006,9,13,0.87,2006-09-13
2006,9,18,0.77,2006-09-18
2006,9,19,0.07,2006-09-19
2006,9,22,0.2,2006-09-22
2006,9,23,0.3,2006-09-23
2006,9,24,1.05,2006-09-24
2006,9,28,0.11,2006-09-28
2006,10,1,0.05,2006-10-01
2006,10,5,0.13,2006-10-05
2006,10,6,0.02,2006-10-06
2006,10,11,0.02,2006-10-11
2006,10,12,0.02,2006-10-12
2006,10,16,0.83,2006-10-16
2006,10,17,2.96,2006-10-17
2006,10,18,0.03,2006-10-18
2006,10,19,0.89,2006-10-19
2006,10,22,0.12,2006-10-22
2006,10,27,1.8,2006-10-27
2006,11,1,0.14,2006-11-01
2006,11,7,1.28,2006-11-07
2006,11,11,0.03,2006-11-11
2006,11,15,2.98,2006-11-15
2006,11,16,0.61,2006-11-16
2006,11,29,0.29,2006-11-29
2006,11,30,1.3,2006-11-30
2006,12,1,1.44,2006-12-01
2006,12,13,0.23,2006-12-13
2006,12,21,0.06,2006-12-21
2006,12,22,1.68,2006-12-22
2006,12,25,0.88,2006-12-25
2006,12,26,0.3,2006-12-26
2006,12,30,0.17,2006-12-30
2006,12,31,3.48,2006-12-31
2007,1,1,0.02,2007-01-01
2007,1,4,0.08,2007-01-04
2007,1,5,0.92,2007-01-05
2007,1,7,1.76,2007-01-07
2007,1,8,0.15,2007-01-08
2007,1,9,0.03,2007-01-09
2007,1,15,0.03,2007-01-15
2007,1,18,0.2,2007-01-18
2007,1,21,1.37,2007-01-21
2007,2,1,0.64,2007-02-01
2007,2,3,0.04,2007-02-03
2007,2,13,0.4,2007-02-13
2007,2,14,0.13,2007-02-14
2007,2,18,0.03,2007-02-18
2007,2,20,0.33,2007-02-20
2007,2,21,0.05,2007-02-21
2007,2,25,0.91,2007-02-25
2007,3,1,2.84,2007-03-01
2007,3,2,0.02,2007-03-02
2007,3,14,0.01,2007-03-14
2007,3,15,0.72,2007-03-15
2007,3,16,1.17,2007-03-16
2007,3,29,0.21,2007-03-29
2007,4,1,1.36,2007-04-01
2007,4,2,0.06,2007-04-02
2007,4,4,0.62,2007-04-04
2007,4,11,0.31,2007-04-11
2007,4,14,0.73,2007-04-14
2007,4,15,0.82,2007-04-15
2007,4,26,0.39,2007-04-26
2007,5,3,0.08,2007-05-03
2007,5,4,0.04,2007-05-04
2007,5,5,0.6,2007-05-05
2007,5,12,0.08,2007-05-12
2007,6,1,1.57,2007-06-01
2007,6,3,0.07,2007-06-03
2007,6,4,0.01,2007-06-04
2007,6,11,0.1,2007-06-11
2007,6,12,0.78,2007-06-12
2007,6,13,0.02,2007-06-13
2007,6,14,0.64,2007-06-14
2007,6,15,0.4,2007-06-15
2007,6,18,1.34,2007-06-18
2007,6,19,0.72,2007-06-19
2007,6,20,0.01,2007-06-20
2007,6,25,0.32,2007-06-25
2007,6,26,0.02,2007-06-26
2007,6,28,0.22,2007-06-28
2007,6,29,0.44,2007-06-29
2007,7,3,0.07,2007-07-03
2007,7,7,0.53,2007-07-07
2007,7,9,0.83,2007-07-09
2007,7,10,0.28,2007-07-10
2007,7,11,0.69,2007-07-11
2007,7,15,0.05,2007-07-15
2007,7,17,0.22,2007-07-17
2007,7,19,0.01,2007-07-19
2007,7,20,0.16,2007-07-20
2007,7,22,0.6,2007-07-22
2007,7,24,0.07,2007-07-24
2007,7,25,0.14,2007-07-25
2007,7,26,0.06,2007-07-26
2007,7,27,0.02,2007-07-27
2007,7,28,0.42,2007-07-28
2007,7,29,0.1,2007-07-29
2007,7,30,0.53,2007-07-30
2007,7,31,0.03,2007-07-31
2007,8,3,0.44,2007-08-03
2007,8,5,1.54,2007-08-05
2007,8,24,0.36,2007-08-24
2007,8,25,0.14,2007-08-25
2007,8,26,0.06,2007-08-26
2007,8,29,0.05,2007-08-29
2007,8,30,0.31,2007-08-30
2007,8,31,1.41,2007-08-31
2007,9,11,0.05,2007-09-11
2007,9,14,1.95,2007-09-14
2007,10,5,0.14,2007-10-05
2007,10,17,0.04,2007-10-17
2007,10,18,0.19,2007-10-18
2007,10,19,0.52,2007-10-19
2007,10,22,0.61,2007-10-22
2007,10,23,1.65,2007-10-23
2007,10,24,0.72,2007-10-24
2007,10,25,0.06,2007-10-25
2007,10,29,0.02,2007-10-29
2007,11,6,0.09,2007-11-06
2007,11,13,0.05,2007-11-13
2007,11,14,0.9,2007-11-14
2007,11,16,0.02,2007-11-16
2007,11,21,0.56,2007-11-21
2007,11,22,0.57,2007-11-22
2007,11,25,0.2,2007-11-25
2007,11,26,0.72,2007-11-26
2007,12,2,0.26,2007-12-02
2007,12,3,0.09,2007-12-03
2007,12,9,0.07,2007-12-09
2007,12,13,0.06,2007-12-13
2007,12,15,0.74,2007-12-15
2007,12,16,0.07,2007-12-16
2007,12,18,0.04,2007-12-18
2007,12,20,0.15,2007-12-20
2007,12,21,0.77,2007-12-21
2007,12,22,0.34,2007-12-22
2007,12,23,0.68,2007-12-23
2007,12,26,0.07,2007-12-26
2007,12,28,1.33,2007-12-28
2007,12,29,0.06,2007-12-29
2007,12,30,0.99,2007-12-30
2007,12,31,0.04,2007-12-31
2008,1,10,2.32,2008-01-10
2008,1,11,0.56,2008-01-11
2008,1,16,0.19,2008-01-16
2008,1,17,1.02,2008-01-17
2008,1,19,0.1,2008-01-19
2008,1,22,0.35,2008-01-22
2008,1,23,0.05,2008-01-23
2008,1,29,0.98,2008-01-29
2008,1,30,0.19,2008-01-30
2008,1,31,0.76,2008-01-31
2008,2,1,1.3,2008-02-01
2008,2,3,0.24,2008-02-03
2008,2,4,0.13,2008-02-04
2008,2,6,1.13,2008-02-06
2008,2,11,0.03,2008-02-11
2008,2,13,0.37,2008-02-13
2008,2,17,1.65,2008-02-17
2008,2,19,0.02,2008-02-19
2008,2,21,0.37,2008-02-21
2008,2,22,0.32,2008-02-22
2008,2,26,0.83,2008-02-26
2008,2,29,0.19,2008-02-29
2008,3,4,3.09,2008-03-04
2008,3,7,1.52,2008-03-07
2008,3,8,0.13,2008-03-08
2008,3,14,0.07,2008-03-14
2008,3,15,1.27,2008-03-15
2008,3,19,1.62,2008-03-19
2008,3,20,0.06,2008-03-20
2008,3,29,0.14,2008-03-29
2008,4,1,0.17,2008-04-01
2008,4,2,0.03,2008-04-02
2008,4,4,0.7,2008-04-04
2008,4,5,0.71,2008-04-05
2008,4,11,0.22,2008-04-11
2008,4,12,0.13,2008-04-12
2008,4,19,0.69,2008-04-19
2008,4,27,0.26,2008-04-27
2008,4,28,0.5,2008-04-28
2008,5,3,0.1,2008-05-03
2008,5,8,0.46,2008-05-08
2008,5,9,0.32,2008-05-09
2008,5,10,0.06,2008-05-10
2008,5,11,1.08,2008-05-11
2008,5,15,0.8,2008-05-15
2008,5,16,0.07,2008-05-16
2008,5,18,0.24,2008-05-18
2008,5,19,0.12,2008-05-19
2008,5,20,0.82,2008-05-20
2008,5,23,0.14,2008-05-23
2008,5,28,0.31,2008-05-28
2008,6,1,0.33,2008-06-01
2008,6,2,0.08,2008-06-02
2008,6,14,0.31,2008-06-14
2008,6,16,0.24,2008-06-16
2008,6,21,0.18,2008-06-21
2008,6,26,0.04,2008-06-26
2008,6,28,0.61,2008-06-28
2008,6,29,0.36,2008-06-29
2008,6,30,0.19,2008-06-30
2008,7,6,0.4,2008-07-06
2008,7,9,0.71,2008-07-09
2008,7,10,0.12,2008-07-10
2008,7,13,0.17,2008-07-13
2008,7,21,0.55,2008-07-21
2008,7,26,0.1,2008-07-26
2008,7,28,0.55,2008-07-28
2008,7,29,0.28,2008-07-29
2008,7,31,0.38,2008-07-31
2008,8,7,0.21,2008-08-07
2008,8,14,0.07,2008-08-14
2008,8,16,0.41,2008-08-16
2008,8,25,2.65,2008-08-25
2008,8,26,5.01,2008-08-26
2008,8,27,0.18,2008-08-27
2008,9,8,0.08,2008-09-08
2008,9,9,0.03,2008-09-09
2008,9,11,0.2,2008-09-11
2008,9,12,0.19,2008-09-12
2008,9,15,0.09,2008-09-15
2008,9,17,0.03,2008-09-17
2008,10,8,1.73,2008-10-08
2008,10,9,0.06,2008-10-09
2008,10,17,0.01,2008-10-17
2008,10,19,0.02,2008-10-19
2008,10,24,1.49,2008-10-24
2008,10,25,0.12,2008-10-25
2008,10,28,0.02,2008-10-28
2008,11,8,0.09,2008-11-08
2008,11,11,0.01,2008-11-11
2008,11,13,1.18,2008-11-13
2008,11,14,0.35,2008-11-14
2008,11,15,0.45,2008-11-15
2008,11,18,0.01,2008-11-18
2008,11,21,0.01,2008-11-21
2008,11,23,0.01,2008-11-23
2008,11,24,1.01,2008-11-24
2008,11,25,0.01,2008-11-25
2008,11,29,0.31,2008-11-29
2008,11,30,0.46,2008-11-30
2008,12,1,0.18,2008-12-01
2008,12,2,0.02,2008-12-02
2008,12,4,0.11,2008-12-04
2008,12,9,0.65,2008-12-09
2008,12,10,2.37,2008-12-10
2008,12,11,2.19,2008-12-11
2008,12,15,0.22,2008-12-15
2008,12,16,0.12,2008-12-16
2008,12,17,0.57,2008-12-17
2008,12,18,0.06,2008-12-18
2008,12,20,0.31,2008-12-20
2008,12,21,0.42,2008-12-21
2008,12,24,0.56,2008-12-24
2008,12,27,0.06,2008-12-27
2008,12,28,0.76,2008-12-28
2008,12,29,0.07,2008-12-29
2009,1,2,0.05,2009-01-02
2009,1,4,0.36,2009-01-04
2009,1,5,0.42,2009-01-05
2009,1,6,4.33,2009-01-06
2009,1,7,0.54,2009-01-07
2009,1,10,0.14,2009-01-10
2009,1,11,0.06,2009-01-11
2009,1,18,0.19,2009-01-18
2009,1,28,0.6,2009-01-28
2009,2,2,0.12,2009-02-02
2009,2,3,0.06,2009-02-03
2009,2,11,0.96,2009-02-11
2009,2,18,1.88,2009-02-18
2009,2,27,0.68,2009-02-27
2009,2,28,0.81,2009-02-28
2009,3,1,0.31,2009-03-01
2009,3,14,1.28,2009-03-14
2009,3,15,0.91,2009-03-15
2009,3,16,0.06,2009-03-16
2009,3,25,1.23,2009-03-25
2009,3,26,0.58,2009-03-26
2009,3,27,1.35,2009-03-27
2009,3,28,0.88,2009-03-28
2009,3,29,0.18,2009-03-29
2009,4,1,0.46,2009-04-01
2009,4,2,0.52,2009-04-02
2009,4,3,0.63,2009-04-03
2009,4,4,0.04,2009-04-04
2009,4,10,2.13,2009-04-10
2009,4,13,0.31,2009-04-13
2009,4,14,0.25,2009-04-14
2009,4,19,1.83,2009-04-19
2009,4,20,0.12,2009-04-20
2009,5,1,0.38,2009-05-01
2009,5,2,0.19,2009-05-02
2009,5,3,1.48,2009-05-03
2009,5,4,0.07,2009-05-04
2009,5,5,0.12,2009-05-05
2009,5,6,1.28,2009-05-06
2009,5,7,0.07,2009-05-07
2009,5,8,0.63,2009-05-08
2009,5,9,0.06,2009-05-09
2009,5,11,0.06,2009-05-11
2009,5,14,0.11,2009-05-14
2009,5,15,1.28,2009-05-15
2009,5,16,1.34,2009-05-16
2009,5,17,0.18,2009-05-17
2009,5,18,0.05,2009-05-18
2009,5,23,0.06,2009-05-23
2009,5,24,0.35,2009-05-24
2009,5,25,0.53,2009-05-25
2009,5,26,1.98,2009-05-26
2009,5,27,0.12,2009-05-27
2009,5,28,0.44,2009-05-28
2009,6,4,0.25,2009-06-04
2009,6,5,0.18,2009-06-05
2009,6,11,0.37,2009-06-11
2009,6,12,0.3,2009-06-12
2009,6,13,0.06,2009-06-13
2009,6,17,0.48,2009-06-17
2009,6,21,0.72,2009-06-21
2009,7,1,0.13,2009-07-01
2009,7,5,0.35,2009-07-05
2009,7,6,0.07,2009-07-06
2009,7,7,3.01,2009-07-07
2009,7,8,0.58,2009-07-08
2009,7,9,0.05,2009-07-09
2009,7,12,0.12,2009-07-12
2009,7,13,0.13,2009-07-13
2009,7,16,0.11,2009-07-16
2009,7,23,0.12,2009-07-23
2009,7,25,0.41,2009-07-25
2009,7,28,0.41,2009-07-28
2009,7,29,0.4,2009-07-29
2009,7,30,0.09,2009-07-30
2009,7,31,0.26,2009-07-31
2009,8,2,0.18,2009-08-02
2009,8,5,0.02,2009-08-05
2009,8,10,0.07,2009-08-10
2009,8,11,0.15,2009-08-11
2009,8,12,0.22,2009-08-12
2009,8,17,0.07,2009-08-17
2009,8,18,0.65,2009-08-18
2009,8,19,0.72,2009-08-19
2009,8,20,0.95,2009-08-20
2009,8,22,0.1,2009-08-22
2009,8,27,0.43,2009-08-27
2009,8,28,0.36,2009-08-28
2009,8,30,0.55,2009-08-30
2009,8,31,0.55,2009-08-31
2009,9,9,0.18,2009-09-09
2009,9,10,0.06,2009-09-10
2009,9,15,0.71,2009-09-15
2009,9,16,1.4,2009-09-16
2009,9,17,0.23,2009-09-17
2009,9,18,0.23,2009-09-18
2009,9,20,4.73,2009-09-20
2009,9,21,5.2,2009-09-21
2009,9,22,0.06,2009-09-22
2009,9,25,0.06,2009-09-25
2009,9,26,1.95,2009-09-26
2009,10,4,0.12,2009-10-04
2009,10,5,1.2,2009-10-05
2009,10,7,0.4,2009-10-07
2009,10,9,0.06,2009-10-09
2009,10,12,1.17,2009-10-12
2009,10,14,0.58,2009-10-14
2009,10,15,0.51,2009-10-15
2009,10,23,2.29,2009-10-23
2009,10,27,2.02,2009-10-27
2009,10,31,1.78,2009-10-31
2009,11,1,0.06,2009-11-01
2009,11,10,3.08,2009-11-10
2009,11,11,1.24,2009-11-11
2009,11,17,1.12,2009-11-17
2009,11,18,1.46,2009-11-18
2009,11,22,0.29,2009-11-22
2009,11,23,0.08,2009-11-23
2009,11,30,0.44,2009-11-30
2009,12,2,2.76,2009-12-02
2009,12,6,0.06,2009-12-06
2009,12,8,1.47,2009-12-08
2009,12,9,1.34,2009-12-09
2009,12,12,0.18,2009-12-12
2009,12,13,0.73,2009-12-13
2009,12,15,0.06,2009-12-15
2009,12,18,2.07,2009-12-18
2009,12,24,0.3,2009-12-24
2009,12,25,2.57,2009-12-25
2009,12,30,0.16,2009-12-30
2009,12,31,0.2,2009-12-31
2010,1,16,0.52,2010-01-16
2010,1,17,1.52,2010-01-17
2010,1,20,0.25,2010-01-20
2010,1,21,0.8,2010-01-21
2010,1,22,0.06,2010-01-22
2010,1,24,3.06,2010-01-24
2010,1,25,0.05,2010-01-25
2010,1,26,0.06,2010-01-26
2010,1,29,0.51,2010-01-29
2010,1,30,0.57,2010-01-30
2010,2,1,0.06,2010-02-01
2010,2,2,0.77,2010-02-02
2010,2,4,0.88,2010-02-04
2010,2,5,2.74,2010-02-05
2010,2,9,0.29,2010-02-09
2010,2,10,0.07,2010-02-10
2010,2,12,0.22,2010-02-12
2010,2,13,0.08,2010-02-13
2010,2,15,0.3,2010-02-15
2010,2,22,0.54,2010-02-22
2010,3,2,0.58,2010-03-02
2010,3,11,0.44,2010-03-11
2010,3,12,0.8,2010-03-12
2010,3,21,1.51,2010-03-21
2010,3,22,0.07,2010-03-22
2010,3,28,0.98,2010-03-28
2010,4,8,1.78,2010-04-08
2010,4,16,0.1,2010-04-16
2010,4,20,0.22,2010-04-20
2010,4,24,1.9,2010-04-24
2010,4,25,0.52,2010-04-25
2010,4,26,0.06,2010-04-26
2010,5,1,0.06,2010-05-01
2010,5,3,2.11,2010-05-03
2010,5,10,0.27,2010-05-10
2010,5,15,0.04,2010-05-15
2010,5,16,0.31,2010-05-16
2010,5,17,0.13,2010-05-17
2010,5,21,0.21,2010-05-21
2010,5,25,0.32,2010-05-25
2010,5,28,0.06,2010-05-28
2010,5,30,0.24,2010-05-30
2010,5,31,1.52,2010-05-31
2010,6,1,0.35,2010-06-01
2010,6,2,0.62,2010-06-02
2010,6,3,0.06,2010-06-03
2010,6,4,0.07,2010-06-04
2010,6,8,0.05,2010-06-08
2010,6,9,0.1,2010-06-09
2010,6,10,0.09,2010-06-10
2010,6,15,0.44,2010-06-15
2010,6,16,0.06,2010-06-16
2010,6,21,0.17,2010-06-21
2010,6,25,1.3,2010-06-25
2010,7,8,0.12,2010-07-08
2010,7,9,0.26,2010-07-09
2010,7,12,0.7,2010-07-12
2010,7,13,0.35,2010-07-13
2010,7,14,0.06,2010-07-14
2010,7,18,0.24,2010-07-18
2010,7,19,0.13,2010-07-19
2010,7,26,0.09,2010-07-26
2010,7,27,0.17,2010-07-27
2010,7,30,0.06,2010-07-30
2010,7,31,0.36,2010-07-31
2010,8,5,0.05,2010-08-05
2010,8,6,0.32,2010-08-06
2010,8,9,0.11,2010-08-09
2010,8,13,0.06,2010-08-13
2010,8,15,0.59,2010-08-15
2010,8,17,0.25,2010-08-17
2010,8,18,0.09,2010-08-18
2010,8,19,0.06,2010-08-19
2010,8,21,1.82,2010-08-21
2010,8,26,0.27,2010-08-26
2010,9,11,1.29,2010-09-11
2010,9,12,0.06,2010-09-12
2010,9,22,0.05,2010-09-22
2010,9,26,1.53,2010-09-26
2010,9,27,1.47,2010-09-27
2010,9,29,0.87,2010-09-29
2010,9,30,0.11,2010-09-30
2010,10,12,0.49,2010-10-12
2010,10,13,0.06,2010-10-13
2010,10,25,1.49,2010-10-25
2010,10,26,1.13,2010-10-26
2010,10,27,1.55,2010-10-27
2010,11,4,0.25,2010-11-04
2010,11,15,0.45,2010-11-15
2010,11,16,0.67,2010-11-16
2010,11,23,0.13,2010-11-23
2010,11,25,0.06,2010-11-25
2010,11,26,0.36,2010-11-26
2010,11,29,1.37,2010-11-29
2010,11,30,4.24,2010-11-30
2010,12,4,0.29,2010-12-04
2010,12,10,0.05,2010-12-10
2010,12,12,0.59,2010-12-12
2010,12,16,1.52,2010-12-16
2010,12,22,0.1,2010-12-22
2010,12,25,0.52,2010-12-25
2010,12,26,0.05,2010-12-26
2011,1,1,1.55,2011-01-01
2011,1,5,0.15,2011-01-05
2011,1,7,0.07,2011-01-07
2011,1,8,0.07,2011-01-08
2011,1,10,0.87,2011-01-10
2011,1,18,0.26,2011-01-18
2011,1,25,0.26,2011-01-25
2011,1,26,0.45,2011-01-26
2011,2,1,1.77,2011-02-01
2011,2,3,0.07,2011-02-03
2011,2,4,1.03,2011-02-04
2011,2,5,0.13,2011-02-05
2011,2,10,0.07,2011-02-10
2011,2,22,0.04,2011-02-22
2011,2,25,0.56,2011-02-25
2011,2,28,1.22,2011-02-28
2011,3,4,0.28,2011-03-04
2011,3,5,1.81,2011-03-05
2011,3,6,2.16,2011-03-06
2011,3,7,0.12,2011-03-07
2011,3,9,2.46,2011-03-09
2011,3,10,0.29,2011-03-10
2011,3,15,1.28,2011-03-15
2011,3,23,0.65,2011-03-23
2011,3,26,2.83,2011-03-26
2011,3,27,0.12,2011-03-27
2011,3,28,0.36,2011-03-28
2011,3,30,0.7,2011-03-30
2011,4,4,1.1,2011-04-04
2011,4,5,0.64,2011-04-05
2011,4,11,0.28,2011-04-11
2011,4,12,0.34,2011-04-12
2011,4,15,2.59,2011-04-15
2011,4,16,1.34,2011-04-16
2011,4,20,0.5,2011-04-20
2011,4,22,0.09,2011-04-22
2011,4,26,0.32,2011-04-26
2011,4,27,2.23,2011-04-27
2011,4,28,0.89,2011-04-28
2011,5,2,0.07,2011-05-02
2011,5,3,0.26,2011-05-03
2011,5,4,0.06,2011-05-04
2011,5,13,0.05,2011-05-13
2011,5,26,2.3,2011-05-26
2011,5,27,0.43,2011-05-27
2011,6,2,0.13,2011-06-02
2011,6,6,0.1,2011-06-06
2011,6,12,0.14,2011-06-12
2011,6,15,1.36,2011-06-15
2011,6,18,0.77,2011-06-18
2011,6,19,0.06,2011-06-19
2011,6,22,0.6,2011-06-22
2011,6,23,1.06,2011-06-23
2011,6,24,0.52,2011-06-24
2011,6,27,0.27,2011-06-27
2011,7,4,0.05,2011-07-04
2011,7,5,0.94,2011-07-05
2011,7,7,0.71,2011-07-07
2011,7,9,0.04,2011-07-09
2011,7,15,0.16,2011-07-15
2011,7,18,0.06,2011-07-18
2011,7,20,0.52,2011-07-20
2011,7,22,0.17,2011-07-22
2011,7,24,0.49,2011-07-24
2011,7,25,0.36,2011-07-25
2011,7,31,0.55,2011-07-31
2011,8,7,0.14,2011-08-07
2011,8,8,0.12,2011-08-08
2011,8,14,0.14,2011-08-14
2011,8,18,0.52,2011-08-18
2011,8,20,0.07,2011-08-20
2011,9,5,4.18,2011-09-05
2011,9,6,1.12,2011-09-06
2011,9,20,0.16,2011-09-20
2011,9,21,0.97,2011-09-21
2011,9,22,0.46,2011-09-22
2011,9,23,0.67,2011-09-23
2011,9,26,0.31,2011-09-26
2011,10,10,0.05,2011-10-10
2011,10,11,0.88,2011-10-11
2011,10,13,0.31,2011-10-13
2011,10,19,0.87,2011-10-19
2011,10,20,0.17,2011-10-20
2011,10,28,0.37,2011-10-28
2011,11,3,1.02,2011-11-03
2011,11,15,0.41,2011-11-15
2011,11,16,0.9,2011-11-16
2011,11,20,0.05,2011-11-20
2011,11,21,0.05,2011-11-21
2011,11,22,0.66,2011-11-22
2011,11,23,0.1,2011-11-23
2011,11,27,0.09,2011-11-27
2011,11,28,6.35,2011-11-28
2011,11,29,0.06,2011-11-29
2011,12,5,0.06,2011-12-05
2011,12,6,1.28,2011-12-06
2011,12,7,0.73,2011-12-07
2011,12,16,0.41,2011-12-16
2011,12,20,0.22,2011-12-20
2011,12,21,1.1,2011-12-21
2011,12,22,3.51,2011-12-22
2011,12,23,0.07,2011-12-23
2011,12,27,0.49,2011-12-27
2012,1,3,0.05,2012-01-03
2012,1,7,0.06,2012-01-07
2012,1,8,0.19,2012-01-08
2012,1,9,0.25,2012-01-09
2012,1,10,0.46,2012-01-10
2012,1,11,1.09,2012-01-11
2012,1,12,0.18,2012-01-12
2012,1,17,1.41,2012-01-17
2012,1,20,0.41,2012-01-20
2012,1,21,0.77,2012-01-21
2012,1,22,0.12,2012-01-22
2012,1,23,0.77,2012-01-23
2012,1,26,0.59,2012-01-26
2012,1,27,0.41,2012-01-27
2012,1,31,0.34,2012-01-31
2012,2,1,0.53,2012-02-01
2012,2,4,0.48,2012-02-04
2012,2,14,0.14,2012-02-14
2012,2,15,0.14,2012-02-15
2012,2,16,0.23,2012-02-16
2012,2,19,0.49,2012-02-19
2012,2,22,0.31,2012-02-22
2012,2,23,0.16,2012-02-23
2012,2,29,0.22,2012-02-29
2012,3,1,0.44,2012-03-01
2012,3,2,0.72,2012-03-02
2012,3,3,0.85,2012-03-03
2012,3,8,0.41,2012-03-08
2012,3,9,0.23,2012-03-09
2012,3,12,0.09,2012-03-12
2012,3,13,0.25,2012-03-13
2012,3,15,0.09,2012-03-15
2012,3,16,0.35,2012-03-16
2012,3,18,0.13,2012-03-18
2012,3,22,0.06,2012-03-22
2012,3,23,1.05,2012-03-23
2012,3,24,0.06,2012-03-24
2012,3,30,0.27,2012-03-30
2012,3,31,0.33,2012-03-31
2012,4,3,0.73,2012-04-03
2012,4,5,0.89,2012-04-05
2012,4,6,0.41,2012-04-06
2012,4,17,0.82,2012-04-17
2012,4,18,1.75,2012-04-18
2012,4,19,0.06,2012-04-19
2012,4,21,0.58,2012-04-21
2012,4,22,0.06,2012-04-22
2012,4,26,1.55,2012-04-26
2012,4,27,0.06,2012-04-27
2012,5,4,0.12,2012-05-04
2012,5,6,2.42,2012-05-06
2012,5,8,0.44,2012-05-08
2012,5,9,0.08,2012-05-09
2012,5,13,1.69,2012-05-13
2012,5,14,0.43,2012-05-14
2012,5,15,0.06,2012-05-15
2012,5,18,0.17,2012-05-18
2012,5,22,0.25,2012-05-22
2012,5,26,0.08,2012-05-26
2012,5,31,0.67,2012-05-31
2012,6,1,0.12,2012-06-01
2012,6,4,0.68,2012-06-04
2012,6,5,0.47,2012-06-05
2012,6,6,0.16,2012-06-06
2012,6,7,0.16,2012-06-07
2012,6,10,0.3,2012-06-10
2012,6,11,0.35,2012-06-11
2012,6,14,0.32,2012-06-14
2012,6,21,0.31,2012-06-21
2012,6,22,0.05,2012-06-22
2012,6,26,0.05,2012-06-26
2012,7,1,0.47,2012-07-01
2012,7,2,0.78,2012-07-02
2012,7,3,0.44,2012-07-03
2012,7,5,0.35,2012-07-05
